sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,recommendationKey,grossProfits,freeCashflow,currentPrice,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,enterpriseToRevenue,enterpriseToEbitda,fiftyTwoWeekChange,sharesOutstanding,bookValue,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,floatShares,beta,enterpriseValue,priceHint,priceToSalesTrailing12Months,forwardPE,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,openPrice,averageVolume10days,regularMarketDayLow,currency,regularMarketVolume,marketCap,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,tradeable,bidSize,dayHigh,regularMarketPrice,logoUrl,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
Energy,"NexGen Energy Ltd., an exploration and development stage company, engages in the acquisition, exploration, and evaluation and development of uranium properties in Canada. Its principal asset is the Rook I project comprising 32 contiguous mineral claims totaling an area of 35,065 hectares located in the southwestern Athabasca Basin of Saskatchewan. The company is headquartered in Vancouver, Canada.",Vancouver,,BC,Canada,https://www.nexgenenergy.ca,1,1021 West Hastings Street,Uranium,0.0,0.0,0.0,-19104000,,0.0,-51813000,none,,-59192376,6.13,12.682,-0.06073,13.929,-0.11189,167270000,64539000,,0.349,CAD,,12.477,ASX,NEXGEN CDI 1:1,NexGen Energy Ltd.,Australia/Sydney,AEDT,False,39600000,EQUITY,NXG.AX,finmb_213675164,au_market,,-59.658,,476811008,0.904,1640908800,,-46291000,-0.412,,6.780974,,1703980800,1656547200,451876124,1.816381,3091085312,2,,,6.15,6.13,6.357325,,0.0,6.13,375,6.15,6.431,,6.13,375,6.13,AUD,100,2952894720,1919,6.13,7.08,,100,8.99,5.19,6.24,False,,6.13,6.13,https://logo.clearbit.com/nexgenenergy.ca,,,,b015e77c-d863-3692-be5c-10247cbbc806
Technology,"Nuix Limited provides investigative analytics and intelligence software solutions in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. The company offers Nuix Workstation, a solution for processing file formats and source types into meaningful information by capturing the content, metadata, and context; Nuix Discover that provides processing, analytics, and machine learning-powered review in a single platform; and Nuix Investigate, a solution which extracts, correlates, and contextualizes various types of data types, across people, objects, locations, and events. The company also provides Nuix Adaptive Security, monitors, detects, and responds to the threats of enterprises; Nuix Enterprise Collection Center, a solution to collect disk images or selected data from laptops, desktops, servers, enterprise file shares, and Microsoft sharepoint sites to legal, investigation, security, and compliance teams for investigation; Nuix Automation, a web-based multi-user graphical tool that allows to map out complex data processes across various activities and machines; and Nuix NLP, a solution which combines machine learning technologies with a proprietary language model to discover, understand, classify, and quantify text content. It serves corporations, governments, law enforcement industries, law firms, advisories, and service partners. The company was formerly known as Nuix Pty Ltd and changed its name to Nuix Limited in September 2020. Nuix Limited was founded in 2000 and is headquartered in Sydney, Australia.",Sydney,61 2 9280 0699,NSW,Australia,https://www.nuix.com,1,1 Market Street,Software—Application,0.052589998,-0.14963001,0.87893,30120000,-0.247,-0.1625,8010000,hold,133870000,-3762500,0.665,1.549,-0.04191,5.073,-0.08285,46846000,13650000,152310000,0.148,AUD,0.48,1.437,ASX,NUIX LTD FPO,Nuix Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NXL.AX,finmb_59500854,au_market,1.011,19.228,,317315008,0.828,1656547200,0.16264999,-22791000,-0.028,,0.8031401,0.39606997,1719705600,1656547200,193425579,,154019728,4,1.3854276,5.541667,0.67,0.685,0.806575,,0.0,0.685,180687,0.67,0.6448,,0.685,180687,0.66,AUD,100975,211014480,404764,0.66,0.68,,100975,2.2,0.52,0.665,False,,0.685,0.665,https://logo.clearbit.com/nuix.com,,,,1a575682-2336-3a86-a246-e60d7b5a6033
Basic Materials,"Nexus Minerals Limited engages in the exploration of mineral properties in Western Australia. It explores for gold and copper deposits. The company holds interests in the Wallbrook, Pinnacles, and Mt Celia gold projects located to the 22east of Kalgoorlie in the Eastern Goldfields; and Bethanga porphyry copper gold project tenements covering and area of approximately 194 square kilometers located in northeast Victoria. The company was formerly known as Hemisphere Resources Limited. Nexus Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.",West Perth,61 8 9481 1749,WA,Australia,https://www.nexus-minerals.com,1,41-47 Colin Street,Gold,0.0,0.0,1.0,-19712090,,-80.05864,-20927232,none,261986,-12416826,0.22,13.077,-1.31689,1.674,-2.24571,6979220,152359,261986,0.024,AUD,0.001,12.918,ASX,NEXUS MINS FPO,Nexus Minerals Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NXM.AX,finmb_32318250,au_market,157.011,-1.966,,287956000,0.047,1656547200,0.01197,-21103024,-0.008,,4.680851,0.15630999,1719705600,1656547200,243597722,0.728284,41134600,4,241.80803,,0.205,0.205,0.2351125,,0.0,0.22,196873,0.205,0.18395,,0.205,196873,0.195,AUD,720916,63350320,233908,0.195,0.22,0,720916,0.49,0.155,0.21,False,0,0.22,0.22,https://logo.clearbit.com/nexus-minerals.com,,,,5f5392a0-9572-3268-a59b-a3b4ecb43bee
Healthcare,"Next Science Limited, a medical technology company, researches, develops, and commercializes technologies that address the impacts of biofilms in human health in the United States and Australia. The company develops its products using Xbio Technology platform. It offers SURGX, an antimicrobial gel designed for surgical infection management; BACTISURE, a wound lavage that is used to remove biofilm; BlastX, an antimicrobial wound gel that destroys bacteria within the gel and defends from recolonization while maintaining a moist wound environment; and XPERIENCE, an no rinse antimicrobial solution that helps prevent surgical site infections. Next Science Limited was founded in 2012 and is headquartered in Chatswood, Australia.",Chatswood,61 2 8607 5126,NSW,Australia,https://www.nextscience.com,1,"The Zenith Building, Tower A",Drug Manufacturers—Specialty & Generic,-1.10428,-1.12402,0.78924006,-11425292,0.382,-1.14017,-11533194,strong_buy,6940122,-7200977,0.68,5.397,-0.38928002,9.365,-0.77364,11063036,1337218,10444044,0.052,USD,0.052,4.795,ASX,NEXTSCIENC FPO,Next Science Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NXS.AX,finmb_605772004,au_market,14.287,-12.938,,197974000,0.097,1640908800,0.01577,-11739365,-0.082,,7.010309,0.52796,1703980800,1656547200,97615672,0.951841,149218880,4,12.889865,,0.655,0.68,0.7996625,,0.0,0.68,25049,0.655,0.6846,,0.68,25049,0.68,AUD,11403,134622320,78575,0.68,0.68,,11403,1.33,0.59,0.665,False,,0.68,0.68,https://logo.clearbit.com/nextscience.com,,,,5f562fa2-3219-391f-967b-fab4a7468eb1
Real Estate,"NEXTDC Limited, a technology company, provides data center outsourcing solutions, connectivity services, and infrastructure management software in Australia. The company offers connectivity solutions, such as interconnection and intercapital services, data centre interconnect, and cross connect; data center-as-a-service solutions; cloud solutions; and industry solutions. It also provides technical assistance on-the-ground; and professional services for the infrastructure life cycle, including planning, project management, and migration stages. In addition, the company provides data center colocation solutions comprising rack packages for single or multiple racks; Rack Blocks to share the total power allocation across various racks; and Quarter Racks for smaller footprints. Further, it offers security systems and protocols that include multi-layered access systems with biometric fingerprint technology and ID access cards. Additionally, the company provides ONEDC, a data center infrastructure management tool, which delivers real-time intelligence across entire NEXTDC data center footprint to manage infrastructure; disaster recovery solutions; and AXON interconnectivity platform. NEXTDC Limited was incorporated in 2010 and is headquartered in Brisbane, Australia.",Brisbane,61 7 3177 4777,QLD,Australia,https://www.nextdc.com,1,GPO Box 3219,Real Estate Services,0.52674,0.031400003,0.69789004,117176000,0.178,0.18802999,153304000,buy,203117000,-442147360,9.02,5.058,0.012180001,66.859,0.0054400004,456561984,1135622016,291044000,1.0,AUD,0.638,4.801,ASX,NEXTDC FPO,NEXTDC Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NXT.AX,finmb_115368184,au_market,16.658,31.625,,457516000,3.656,1656547200,0.48896,9139000,-0.14,,2.4671774,0.00239,1719705600,1656547200,454951122,0.162173,4848314880,2,14.17928,225.50002,9.17,9.01,10.2017,,0.0,9.07,818362,9.17,9.1362,,9.01,818362,8.915,AUD,933236,4126794496,1567408,8.915,9.02,0,933236,12.2,8.3,9.01,False,0,9.07,9.02,https://logo.clearbit.com/nextdc.com,,,,8349d400-828a-375e-ac37-8d861cc1bb22
Basic Materials,"Narryer Metals Limited operates as an exploration company in Australia. It focuses on the discovery of nickel, copper, platinum group element, rare earth element, and gold deposits. The company holds interests in the Narryer projects, which covers approximately 1900 square kilometers located in Mt Nairn and Mt Gould, Western Australia; and Gawler Craton projects that comprises four exploration tenements covering an area of approximately 2000 square kilometers located in Ceduna and Sturt, South Australia. Narryer Metals Limited was incorporated in 2021 and is based in West Perth, Australia.",West Perth,61 8 9322 7600,WA,Australia,https://www.narryer.com.au,1,945 Wellington Street,Other Industrial Metals & Mining,0.0,0.0,0.0,-1230168,,0.0,,none,,91678,0.165,22.831,-0.75772005,,-1.43597,3907792,0,,0.082,AUD,,22.831,ASX,NARRYER FPO,Narryer Metals Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NYM.AX,finmb_1772980949,au_market,,,,,,1656547200,0.00656,-3032037,,,,0.82704,1719705600,1656547200,22235807,,2749208,4,,,0.14,0.165,0.14859091,,0.0,0.165,26245,0.14,0.14555,,0.165,26245,0.16,AUD,184893,,300407,0.16,0.17,,184893,0.3,0.094,0.155,False,,0.165,0.165,https://logo.clearbit.com/narryer.com.au,,,,5e02aa8a-51a3-3cf5-ba13-6097821d4219
Healthcare,"Nyrada Inc., a pre-clinical stage drug development company, engages in the development of small molecule drugs for cardiovascular, neurodegenerative, and chronic inflammatory diseases. Its products in the drug development stage include PCSK9 inhibitor for the treatment of high blood LDL-cholesterol levels in patients poorly responsive to or unable to take statin drugs; a neuroprotectant drug to reduce the disability in patients with ischaemic stroke and traumatic brain injury; a drug to treat pain associated with peripheral nerve damage; and a drug to treat autoimmune diseases, such as psoriasis. The company has collaboration with Walter Reed Army Institute of Research and University of New South Wales, Sydney. Nyrada Inc. was incorporated in 2017 and is based in Gordon, Australia.",Gordon,61 2 9498 3390,NSW,Australia,https://www.nyrada.com,1,828 Pacific Highway,Biotechnology,0.0,0.0,-0.67779,-2923688,-0.523,-3.6316597,-3967371,none,-741328,-1502664,0.16,25.353,-0.18273,,-0.3047,10816039,0,1093744,0.069,AUD,0.007,25.178,ASX,NYRADA CDI FORUS,Nyrada Inc.,Australia/Sydney,AEDT,False,39600000,EQUITY,NYR.AX,finmb_545429788,au_market,12.22,-3.369,,156008992,0.031,1656547200,0.0,-3959661,-0.057,,5.16129,0.41366002,1719705600,1656547200,90313436,1.526572,13365310,4,22.822012,,0.145,0.15,0.1525375,,0.0,0.16,65299,0.145,0.13695,,0.15,65299,0.15,AUD,161101,24961438,51770,0.15,0.16,,161101,0.28,0.1,0.15,False,,0.16,0.16,https://logo.clearbit.com/nyrada.com,,,,ef358389-1fe7-33dd-9c92-9dfb72770121
Consumer Defensive,"New Zealand King Salmon Investments Limited, together with its subsidiaries, engages in the farming, processing, and sale of premium salmon products in New Zealand, North America, Australia, Japan, China, Europe, and internationally. It offers whole fish, fillets, raw portions, cold smoked, wood roasted, salmon and potato cakes, caviar, oil, kibble, and pet treats, as well as ready to cook portion with sauce sachet. The company sells its products to chefs, consumers, and retailers under the Ora King, Regal, Southern Ocean, Omega Plus, and New Zealand King Salmon brands. New Zealand King Salmon Investments Limited was incorporated in 2008 and is headquartered in Nelson, New Zealand.",Nelson,64 3 548 5714,,New Zealand,https://www.kingsalmon.co.nz,1,93 Beatty Street,Farm Products,-0.22243,-0.52785,-0.0469,7317000,-0.001,-0.258,-38807000,none,12742000,12758750,0.2,4.144,-0.121520005,7.543,-0.56576,19800000,10652000,174468000,0.037,NZD,0.513,1.198,ASX,NZKSALMON FPO NZX,New Zealand King Salmon Investments Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NZK.AX,finmb_228664330,au_market,0.553,-2.485,,138986000,1.388,1643587200,0.00732,-92093000,-0.081,,0.14409222,0.34165,1706659200,1659225600,353721722,0.676508,96435728,4,0.17038082,,0.2,0.2,0.24346264,0.0,0.0,0.2,2664,0.2,0.2089,0.0,0.2,2664,0.2,AUD,23,29726000,15506,0.2,0.23,0,23,1.305,0.165,0.2,False,0,0.2,0.2,https://logo.clearbit.com/kingsalmon.co.nz,,,,dd940074-2528-3df4-acd5-fd57e1ef88a6
Communication Services,"NZME Limited, together with its subsidiaries, engages in the integrated media and entertainment business in New Zealand. It offers its products through 10 audio brands, 32 print publications, and 12 real estate publications, as well as websites. The company was formerly known as Wilson & Horton Limited. NZME Limited was incorporated in 2001 and is based in Auckland, New Zealand.",Auckland,64 9 379 5050,,New Zealand,https://www.nzme.co.nz,1,2 Graham Street,Entertainment,0.13515,0.10596,0.19201,42230000,0.006,0.109239995,47250528,none,71898000,45635080,1.05,0.779,0.07581,71.713,0.26268,6847000,101274000,349617984,0.035,NZD,1.773,0.762,ASX,NZME LTD FPO NZX,NZME Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NZM.AX,finmb_876311,au_market,0.834,6.169,,197570000,0.668,1640908800,0.49278998,37047000,0.067,,1.5718563,0.04309,1703980800,1656547200,129736121,0.974753,291492160,4,0.6131011,,1.055,1.045,1.146,0.02843602,0.48810002,1.065,60086,1.055,1.07445,0.03,1.045,60086,1.045,AUD,13212,214351184,160697,1.045,1.065,0,13212,1.66,0.97,1.05,False,0,1.065,1.05,https://logo.clearbit.com/nzme.co.nz,,,,28d6e857-f121-3748-b093-dabe08123bc0
Energy,"New Zealand Oil & Gas Limited engages in the production, exploration, evaluation, and appraisal of oil and gas properties. It operates through Kupe Oil and Gas Field (Kupe); Amadeus Basin Oil & Gas Fields; Oil & Gas Exploration; and Cue Energy Resources Limited segments. The company develops, produces, and sells natural gas, liquefied petroleum gas, and condensate. Its principal producing asset is the Kupe gas and light oil/condensate field located in Taranaki, New Zealand. The company also holds an interest in the Sampang PSC with two producing fields, including Oyong oil and gas field, and Wortel gas field situated in the Madura Straight offshore Madura Island in East Java, Indonesia; and Mahato PSC covering an area of 5,600 square kilometers located in the Central Sumatra basin. It holds an interest in Mereenie gas field; Palm Valley covering an area of 639 square kilometers; and Dingo gas field consisting of 469 square kilometers. In addition, the company engages in the exploration and evaluation of hydrocarbons in the offshore Taranaki basin and offshore Canterbury basin, New Zealand, Australia, and Indonesia. The company was incorporated in 1981 and is headquartered in Wellington, New Zealand. New Zealand Oil & Gas Limited is a subsidiary of O.G. Oil and Gas Singapore Pte. Ltd.",Wellington,64 4 495 2424,,New Zealand,https://www.nzog.com,1,36 Tennyson Street,Oil & Gas E&P,0.47338,0.20475,0.54363996,31474000,1.539,0.30597,39672000,none,45560000,9954250,0.365,1.693,0.0753,0.308,0.19319001,64590000,501000,83806000,0.288,NZD,0.483,1.622,ASX,NZ OIL&GAS FPO,New Zealand Oil & Gas Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NZO.AX,finmb_4481529,au_market,0.415,0.877,,164431008,0.604,1656547200,0.01407,17159000,-0.205,,0.6043047,0.77809,1719705600,1656547200,54866822,0.408215,34795356,4,1.2703878,,0.365,0.365,0.40616906,,0.0,0.365,0,0.365,0.385,,0.365,0,0.365,AUD,6,106466120,1220,0.365,0.39,,6,0.525,0.35,0.37,False,,0.365,0.365,https://logo.clearbit.com/nzog.com,,,,a74eca15-7d38-3720-9592-7c5e42f40b5b
Consumer Defensive,"New Zealand Coastal Seafoods Limited processes, distributes, and exports nutraceuticals, seafood products, and marine ingredients in New Zealand and internationally. It primarily offers dried ling maw, bulk ling fish maw, and bulk dried greenshell mussels; and nutraceutical ingredients, such as astaxanthin, oyster, seaweed, greenshell mussel, abalone, collagen, and ling maw products, as well as omega powder and marine oil. The company is based in Nedlands, Australia.",Nedlands,61 8 9389 3130,WA,Australia,https://nzcs.co,1,145 Stirling Highway,Packaged Foods,-0.95144,-1.83997,0.14719,-2631769,-0.195,-1.07289,-2298639,none,355593,-1706653,0.003,5.03,-0.41827,163.563,-1.86786,686346,1134597,2415950,0.001,AUD,0.003,1.981,ASX,NZ COASTAL FPO,New Zealand Coastal Seafoods Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,NZS.AX,finmb_611331619,au_market,1.585,-1.666,,827004992,0.007,1656547200,0.05149,-4445282,-0.004,,0.42857143,0.25164,1719705600,1656547200,831493042,0.616354,3829266,4,1.0269314,,0.003,0.003,0.0040525,,0.0,0.003,285637,0.003,0.00334,,0.003,285637,0.003,AUD,1659,2481015,1370682,0.003,0.004,,1659,0.011,0.003,0.003,False,,0.003,0.003,https://logo.clearbit.com/nzcs.co,,,,b78657d0-fa60-3a6e-9865-1f21dfe0ec18
